Source,Destination,Area,Weight
61,45,29.52,18050.0
61,45,29.52,18050.0
61,45,29.52,18050.0
61,45,29.52,18050.0
61,45,29.52,18050.0
61,45,29.52,18050.0
61,45,29.52,18050.0
61,45,29.52,18050.0
61,45,29.52,18050.0
61,45,29.52,18050.0
61,45,29.52,18050.0
61,45,29.52,18050.0
61,45,29.52,18050.0
61,45,29.52,18050.0
61,31,28.8,15480.0
61,31,28.8,15480.0
61,31,28.8,15480.0
61,31,28.8,15480.0
61,31,28.8,15480.0
61,31,28.8,15480.0
61,31,28.8,15480.0
61,31,28.8,15480.0
61,31,28.8,15480.0
61,31,28.8,15480.0
61,31,28.8,15480.0
61,31,28.8,15480.0
61,31,28.8,15480.0
61,31,28.8,15480.0
61,31,28.8,15480.0
61,31,28.8,15480.0
61,31,28.8,15480.0
61,31,28.8,15480.0
61,31,28.8,15480.0
61,31,28.8,15480.0
61,31,28.8,15480.0
61,31,28.8,15480.0
61,31,28.8,15480.0
61,31,28.8,15480.0
61,19,39.36,28630.0
61,19,39.36,28630.0
61,19,39.36,28630.0
61,19,39.36,28630.0
61,19,39.36,28630.0
61,19,39.36,28630.0
61,19,39.36,28630.0
61,19,39.36,28630.0
61,19,39.36,28630.0
61,19,39.36,28630.0
61,19,39.36,28630.0
61,19,39.36,28630.0
61,19,39.36,28630.0
61,19,39.36,28630.0
61,19,39.36,28630.0
61,19,39.36,28630.0
61,19,39.36,28630.0
61,19,39.36,28630.0
61,19,39.36,28630.0
61,19,39.36,28630.0
61,19,39.36,28630.0
61,19,39.36,28630.0
61,19,39.36,28630.0
61,19,39.36,28630.0
61,19,39.36,28630.0
61,19,39.36,28630.0
61,19,39.36,28630.0
61,19,39.36,28630.0
61,19,39.36,28630.0
61,19,39.36,28630.0
61,19,39.36,28630.0
61,19,39.36,28630.0
61,19,39.36,28630.0
61,19,39.36,28630.0
61,19,39.36,28630.0
61,19,39.36,28630.0
61,19,9.72,8750.0
61,19,9.72,8750.0
61,19,9.72,8750.0
61,19,9.72,8750.0
61,19,9.72,8750.0
61,19,9.72,8750.0
61,19,9.72,8750.0
61,19,9.72,8750.0
61,19,9.72,8750.0
61,19,9.72,8750.0
61,19,9.72,8750.0
61,19,9.72,8750.0
61,19,9.72,8750.0
61,19,9.72,8750.0
61,19,9.72,8750.0
61,19,9.72,8750.0
61,19,9.72,8750.0
61,19,9.72,8750.0
61,19,9.72,8750.0
61,19,9.72,8750.0
61,19,9.72,8750.0
61,19,9.72,8750.0
61,19,9.72,8750.0
61,19,9.72,8750.0
61,19,9.72,8750.0
61,19,9.72,8750.0
61,19,9.72,8750.0
61,19,9.72,8750.0
61,19,9.72,8750.0
61,19,9.72,8750.0
61,19,9.72,8750.0
61,19,9.72,8750.0
61,19,9.72,8750.0
61,19,9.72,8750.0
61,19,9.72,8750.0
61,12,38.88,25260.0
61,12,38.88,25260.0
61,12,38.88,25260.0
61,12,38.88,25260.0
61,12,38.88,25260.0
61,12,38.88,25260.0
61,12,38.88,25260.0
61,12,38.88,25260.0
61,12,38.88,25260.0
61,12,38.88,25260.0
61,12,38.88,25260.0
61,12,38.88,25260.0
61,12,38.88,25260.0
61,12,38.88,25260.0
61,12,38.88,25260.0
61,12,38.88,25260.0
61,12,38.88,25260.0
61,12,38.88,25260.0
61,12,38.88,25260.0
61,12,38.88,25260.0
61,12,38.88,25260.0
61,12,38.88,25260.0
61,12,38.88,25260.0
61,12,38.88,25260.0
61,12,38.88,25260.0
61,12,38.88,25260.0
61,12,38.88,25260.0
61,12,38.88,25260.0
61,12,38.88,25260.0
61,12,38.88,25260.0
61,12,38.88,25260.0
61,12,38.88,25260.0
61,12,38.88,25260.0
61,12,38.88,25260.0
61,12,38.88,25260.0
61,12,38.88,25260.0
61,12,38.88,25260.0
61,12,38.88,25260.0
61,12,38.88,25260.0
61,12,38.88,25260.0
61,12,38.88,25260.0
61,12,38.88,25260.0
61,12,38.88,25260.0
61,12,38.88,25260.0
61,12,38.88,25260.0
61,12,38.88,25260.0
61,12,38.88,25260.0
61,12,38.88,25260.0
61,12,38.88,25260.0
61,31,29.52,23800.0
61,31,29.52,23800.0
61,31,29.52,23800.0
61,51,19.68,9700.0
61,51,19.68,9700.0
61,51,19.68,9700.0
61,51,19.68,9700.0
61,31,29.16,19850.0
61,31,29.16,19850.0
61,31,29.16,19850.0
61,31,29.16,19850.0
61,51,19.68,14210.0
61,51,19.68,14210.0
61,51,19.68,14210.0
61,51,19.68,14210.0
61,51,19.68,14210.0
61,51,19.68,14210.0
61,51,19.68,14210.0
61,51,19.68,14210.0
61,51,19.68,14210.0
61,51,19.68,14210.0
61,51,9.84,7340.0
61,51,9.84,7340.0
61,51,9.84,7340.0
61,51,9.84,7340.0
61,51,9.84,7340.0
61,51,9.84,7340.0
61,31,9.72,10330.0
61,47,19.44,18420.0
61,6,29.16,20840.0
61,6,29.16,20840.0
61,6,29.16,20840.0
61,6,29.16,20840.0
61,6,29.16,20840.0
61,6,29.16,20840.0
61,6,29.16,20840.0
61,6,29.16,20840.0
61,6,29.16,20840.0
61,6,29.16,20840.0
61,6,29.16,20840.0
61,6,29.16,20840.0
61,6,29.16,20840.0
61,6,29.16,20840.0
61,6,29.16,20840.0
61,6,29.16,20840.0
61,6,29.16,20840.0
61,6,29.16,20840.0
61,6,29.16,20840.0
61,6,29.16,20840.0
61,6,29.16,20840.0
61,6,29.16,20840.0
61,6,29.16,20840.0
61,6,29.16,20840.0
61,19,9.72,8750.0
61,19,9.72,8750.0
61,19,9.72,8750.0
61,19,9.72,8750.0
61,19,9.72,8750.0
61,19,9.72,8750.0
61,19,9.72,8750.0
61,19,9.72,8750.0
61,19,9.72,8750.0
61,19,9.72,8750.0
61,19,9.72,8750.0
61,19,9.72,8750.0
61,19,9.72,8750.0
61,54,38.88,30920.0
61,54,38.88,30920.0
61,54,38.88,30920.0
61,54,38.88,30920.0
61,54,38.88,30920.0
61,54,38.88,30920.0
61,54,38.88,30920.0
61,54,38.88,30920.0
61,54,38.88,30920.0
61,54,38.88,30920.0
61,54,38.88,30920.0
61,54,38.88,30920.0
61,54,38.88,30920.0
61,54,38.88,30920.0
61,54,38.88,30920.0
61,54,38.88,30920.0
61,54,38.88,30920.0
61,54,38.88,30920.0
61,54,38.88,30920.0
61,54,38.88,30920.0
61,54,38.88,30920.0
61,54,38.88,30920.0
61,54,38.88,30920.0
61,54,38.88,30920.0
61,54,38.88,30920.0
61,54,38.88,30920.0
61,54,38.88,30920.0
61,54,38.88,30920.0
61,54,38.88,30920.0
61,54,38.88,30920.0
61,54,38.88,30920.0
61,54,38.88,30920.0
61,48,58.1,31300.0
61,48,58.1,31300.0
61,48,58.1,31300.0
61,48,58.1,31300.0
61,48,58.1,31300.0
61,48,58.1,31300.0
61,48,58.1,31300.0
61,48,58.1,31300.0
61,48,58.1,31300.0
61,48,58.1,31300.0
61,48,58.1,31300.0
61,48,58.1,31300.0
61,48,58.1,31300.0
61,48,58.1,31300.0
61,48,58.1,31300.0
61,48,58.1,31300.0
61,48,58.1,31300.0
61,48,58.1,31300.0
61,48,58.1,31300.0
61,48,58.1,31300.0
61,48,58.1,31300.0
61,48,58.1,31300.0
61,48,58.1,31300.0
61,48,58.1,31300.0
61,48,58.1,31300.0
61,46,39.36,24030.0
61,46,39.36,24030.0
61,19,39.36,28630.0
61,19,39.36,28630.0
61,19,39.36,28630.0
61,19,39.36,28630.0
61,19,39.36,28630.0
61,19,39.36,28630.0
61,19,39.36,28630.0
61,19,39.36,28630.0
61,19,39.36,28630.0
61,20,38.88,29480.0
61,19,9.72,8750.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,55,12.544,6900.0
61,39,12.566,12210.0
61,39,12.566,12210.0
61,39,12.566,12210.0
61,39,12.566,12210.0
61,39,12.566,12210.0
61,39,12.566,12210.0
61,39,12.566,12210.0
61,39,12.566,12210.0
61,39,12.566,12210.0
61,39,12.566,12210.0
61,39,12.566,12210.0
61,39,12.566,12210.0
61,39,12.566,12210.0
61,39,12.566,12210.0
61,39,12.566,12210.0
61,39,12.566,12210.0
61,39,12.566,12210.0
61,39,12.566,12210.0
61,39,12.566,12210.0
61,39,12.566,12210.0
61,39,12.566,12210.0
61,39,12.566,12210.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,17,9.6,7400.0
61,5,12.0,12000.0
61,5,12.0,12000.0
61,5,12.0,12000.0
61,5,12.0,12000.0
61,5,12.0,12000.0
61,5,12.0,12000.0
61,5,12.0,12000.0
61,5,12.0,12000.0
61,5,12.0,12000.0
61,5,12.0,12000.0
61,5,12.0,12000.0
61,5,12.0,12000.0
61,5,12.0,12000.0
61,5,12.0,12000.0
61,5,12.0,12000.0
61,5,12.0,12000.0
61,5,12.0,12000.0
61,5,12.0,12000.0
61,5,12.0,12000.0
61,5,12.0,12000.0
61,5,12.0,12000.0
61,5,12.0,12000.0
61,15,11.881,10000.0
61,15,11.881,10000.0
61,15,11.881,10000.0
61,15,11.881,10000.0
61,15,11.881,10000.0
61,15,11.881,10000.0
61,15,11.881,10000.0
61,15,11.881,10000.0
61,15,11.881,10000.0
61,15,11.881,10000.0
61,15,11.881,10000.0
61,15,11.881,10000.0
61,15,11.881,10000.0
61,15,11.881,10000.0
61,15,11.881,10000.0
61,15,11.881,10000.0
61,15,11.881,10000.0
61,15,11.881,10000.0
61,15,11.881,10000.0
61,15,11.881,10000.0
61,15,11.881,10000.0
61,15,11.881,10000.0
61,15,11.881,10000.0
61,15,11.881,10000.0
61,15,11.881,10000.0
61,15,11.881,10000.0
61,15,11.881,10000.0
61,15,11.881,10000.0
61,15,11.881,10000.0
61,15,11.881,10000.0
61,15,11.881,10000.0
61,15,11.881,10000.0
61,15,11.881,10000.0
61,15,11.881,10000.0
61,15,11.881,10000.0
61,15,11.881,10000.0
61,15,11.881,10000.0
61,15,11.881,10000.0
61,15,11.881,10000.0
61,15,11.881,10000.0
61,15,11.881,10000.0
61,15,11.881,10000.0
61,15,11.881,10000.0
61,15,11.881,10000.0
61,15,11.881,10000.0
61,15,11.881,10000.0
61,15,11.881,10000.0
61,15,11.881,10000.0
61,15,11.881,10000.0
61,15,11.881,10000.0
61,15,11.881,10000.0
61,15,11.881,10000.0
61,27,11.881,10000.0
61,27,11.881,10000.0
61,27,11.881,10000.0
61,27,11.881,10000.0
61,27,11.881,10000.0
61,27,11.881,10000.0
61,27,11.881,10000.0
61,27,11.881,10000.0
61,27,11.881,10000.0
61,27,11.881,10000.0
61,27,11.881,10000.0
61,27,11.881,10000.0
61,27,11.881,10000.0
61,27,11.881,10000.0
61,27,11.881,10000.0
61,27,11.881,10000.0
61,27,11.881,10000.0
61,27,11.881,10000.0
61,27,11.881,10000.0
61,27,11.881,10000.0
